objectid,pid,parent_object,display_template,sequence,filename,object_location,image_alt_text,image_small,image_thumb,title,ark,avian_id,uid,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,creator,creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,contributor,contributor_uri,description,disclaimer,language,chronological_subject,name_subject,name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,digital_origin
fairfieldbirdclub_011,fairfieldbirdclub_91,fairfieldbirdclub_93,image,10,ms0386b001f010i0030.jpg,/objects/ms0386b001f010i0030.jpg,,/objects/small/ms0386b001f010i0030_sm.jpg,/objects/thumbs/ms0386b001f010i0030.jpg_th.jpg,Page 10,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_012,fairfieldbirdclub_92,fairfieldbirdclub_93,image,11,ms0386b001f010i0031.jpg,/objects/ms0386b001f010i0031.jpg,,/objects/small/ms0386b001f010i0031_sm.jpg,/objects/thumbs/ms0386b001f010i0031.jpg_th.jpg,Page 11,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
,fairfieldbirdclub_104,,compound_object,0,,,,/objects/small/ms0386b001f009i0001_sm.jpg,/objects/thumbs/ms0386b001f009i0001.jpg_th.jpg,Winter birds,https://n2t.net/ark:/87292/w9804xq0w,10373,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Lowell, Margaret Herdliska",,,,,,,,"A speech written by Margaret Herdliska for a presentation given to the Fairfield Bird Club on November 20, 1952. Included in the speech are reasons why winter is the best time to begin a study of birds as well as details of several species of permanent resident birds in Iowa, winter resident birds, and migrant birds that can be found in the state.",,eng,,"Musgrove, Jack W.;Fairfield Bird Club",http://id.loc.gov/authorities/names/no2006021221;http://id.loc.gov/authorities/names/no2021119431,Bird watching;Birds--Behavior;Birds--Food;Birds--Habitat;Birds--Identification;Accipitridae ;Hawks;Eagles;Nuthatches;Piciformes ;Woodpeckers;Odontophoridae ;Quails;Ruffed Grouse (Bonasa umbellus);Blue Jay (Cyanocitta cristata);Cedar Waxwing (Bombycilla cedrorum);Northern Cardinal (Cardinalis cardinalis);House Sparrow (Passer domesticus);Greater Prairie-Chicken (Tympanuchus cupido);American Tree Sparrow (Spizelloides arborea);Tufted Titmouse (Baeolophus bicolor);Black-capped Chickadee (Poecile atricapillus);Wild Turkey (Meleagris gallopavo);Dark-eyed Junco (Junco hyemalis);Horned Lark (Eremophila alpestris);American Goldfinch (Spinus tristis);Brown Creeper (Certhia americana);Common Pheasant (Phasianus colchicus);Common Starling (Sturnus vulgaris),http://id.worldcat.org/fast/832948;http://id.worldcat.org/fast/832976;http://id.worldcat.org/fast/833019;http://id.worldcat.org/fast/833023;http://id.worldcat.org/fast/833029;http://id.worldcat.org/fast/795294;http://id.worldcat.org/fast/952093;http://id.worldcat.org/fast/900506;http://id.worldcat.org/fast/1042173;http://id.worldcat.org/fast/1063662;http://id.worldcat.org/fast/1179792;http://id.worldcat.org/fast/1043905;http://id.worldcat.org/fast/1084890;https://www.gbif.org/species/2473702;https://www.gbif.org/species/2482593;https://www.gbif.org/species/2484609;https://www.gbif.org/species/2490384;https://www.gbif.org/species/5231190;https://www.gbif.org/species/2473510;https://www.gbif.org/species/7357320;https://www.gbif.org/species/2487887;https://www.gbif.org/species/2487805;https://www.gbif.org/species/9606290;https://www.gbif.org/species/9362842;https://www.gbif.org/species/9415596;https://www.gbif.org/species/5231640;https://www.gbif.org/species/9581157;https://www.gbif.org/species/9752149;https://www.gbif.org/species/9809229,Fairfield,https://www.geonames.org/4855967,41.00863,-91.96267,WGS 84,10 pages,,,speeches (documents),http://vocab.getty.edu/aat/300026671,Text,image/tiff,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1952-11-20,2018-11-12,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,reformatted digital; Digitized with Epson - sheet feed/flatbed
fairfieldbirdclub_014,fairfieldbirdclub_94,fairfieldbirdclub_104,image,1,ms0386b001f009i0001.jpg,/objects/ms0386b001f009i0001.jpg,,/objects/small/ms0386b001f009i0001_sm.jpg,/objects/thumbs/ms0386b001f009i0001.jpg_th.jpg,Page 1,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_015,fairfieldbirdclub_95,fairfieldbirdclub_104,image,2,ms0386b001f009i0002.jpg,/objects/ms0386b001f009i0002.jpg,,/objects/small/ms0386b001f009i0002_sm.jpg,/objects/thumbs/ms0386b001f009i0002.jpg_th.jpg,Page 2,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_016,fairfieldbirdclub_96,fairfieldbirdclub_104,image,3,ms0386b001f009i0003.jpg,/objects/ms0386b001f009i0003.jpg,,/objects/small/ms0386b001f009i0003_sm.jpg,/objects/thumbs/ms0386b001f009i0003.jpg_th.jpg,Page 3,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_017,fairfieldbirdclub_97,fairfieldbirdclub_104,image,4,ms0386b001f009i0004.jpg,/objects/ms0386b001f009i0004.jpg,,/objects/small/ms0386b001f009i0004_sm.jpg,/objects/thumbs/ms0386b001f009i0004.jpg_th.jpg,Page 4,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_018,fairfieldbirdclub_98,fairfieldbirdclub_104,image,5,ms0386b001f009i0005.jpg,/objects/ms0386b001f009i0005.jpg,,/objects/small/ms0386b001f009i0005_sm.jpg,/objects/thumbs/ms0386b001f009i0005.jpg_th.jpg,Page 5,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_019,fairfieldbirdclub_99,fairfieldbirdclub_104,image,6,ms0386b001f009i0006.jpg,/objects/ms0386b001f009i0006.jpg,,/objects/small/ms0386b001f009i0006_sm.jpg,/objects/thumbs/ms0386b001f009i0006.jpg_th.jpg,Page 6,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_020,fairfieldbirdclub_100,fairfieldbirdclub_104,image,7,ms0386b001f009i0007.jpg,/objects/ms0386b001f009i0007.jpg,,/objects/small/ms0386b001f009i0007_sm.jpg,/objects/thumbs/ms0386b001f009i0007.jpg_th.jpg,Page 7,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_021,fairfieldbirdclub_101,fairfieldbirdclub_104,image,8,ms0386b001f009i0008.jpg,/objects/ms0386b001f009i0008.jpg,,/objects/small/ms0386b001f009i0008_sm.jpg,/objects/thumbs/ms0386b001f009i0008.jpg_th.jpg,Page 8,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_022,fairfieldbirdclub_102,fairfieldbirdclub_104,image,9,ms0386b001f009i0009.jpg,/objects/ms0386b001f009i0009.jpg,,/objects/small/ms0386b001f009i0009_sm.jpg,/objects/thumbs/ms0386b001f009i0009.jpg_th.jpg,Page 9,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_023,fairfieldbirdclub_103,fairfieldbirdclub_104,image,10,ms0386b001f009i0010.jpg,/objects/ms0386b001f009i0010.jpg,,/objects/small/ms0386b001f009i0010_sm.jpg,/objects/thumbs/ms0386b001f009i0010.jpg_th.jpg,Page 10,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
,fairfieldbirdclub_111,,compound_object,0,,,,/objects/small/ms0386b001f010i0012_sm.jpg,/objects/thumbs/ms0386b001f010i0012.jpg_th.jpg,The usefulness of science: XVI. the usefulness of birds,https://n2t.net/ark:/87292/w94746w51,10377,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Hendrickson, George O.",,,,,,,,"A radio script written by George O. Hendrickson for the Junior Academy of Science Radio Program and presented on WOI and WSUI explaining the usefulness of birds. Hendrickson describes how birds are very helpful in controlling destructive insects and harmful weeds. Also included are details on how certain birds are beneficial in acting as scavengers to destroy garbage and dead animal carcasses as well as assisting in the elimination of rodent pests. Hendrickson also mentions other values of birds are the use of birds as game and for food. Additionally, one more benefit of birds is the act of bird watching and the enjoyable study and observation of a variety of species in the state.",,eng,,"Iowa State College;Iowa Academy of Science;WOI (Radio station : Ames, Iowa);WSUI (Radio station : Iowa City, Iowa)",http://id.loc.gov/authorities/names/n82049648;http://id.loc.gov/authorities/names/n82131863;http://id.loc.gov/authorities/names/n88027187;http://id.loc.gov/authorities/names/n2003085021,Beneficial birds;Bird watching;Birds--Behavior;Game and game-birds;Accipitridae ;Hawks;Eagles;Ornithology;Shrikes;Predation (Biology) ;Owls;Emberizidae ;Sparrows;Upland game bird management;Insect pests--Control;Turkey Vulture (Cathartes aura);American Tree Sparrow (Spizelloides arborea);Downy Woodpecker (Dendrocopos pubescens);Northern Bobwhite (Colinus virginianus),http://id.worldcat.org/fast/830331;http://id.worldcat.org/fast/832948;http://id.worldcat.org/fast/832976;http://id.worldcat.org/fast/937451;http://id.worldcat.org/fast/795294;http://id.worldcat.org/fast/952093;http://id.worldcat.org/fast/900506;http://id.worldcat.org/fast/1048358;http://id.worldcat.org/fast/1117781;http://id.worldcat.org/fast/1074989;http://id.worldcat.org/fast/1049507;http://id.worldcat.org/fast/908323;http://id.worldcat.org/fast/1128737;http://id.worldcat.org/fast/1162100;http://id.worldcat.org/fast/973994;https://www.gbif.org/species/2481930;https://www.gbif.org/species/7357320;https://www.gbif.org/species/2477787;https://www.gbif.org/species/9791464,Iowa,https://www.geonames.org/4862182,42.00027,-93.50049,WGS 84,6 pages,,,radio scripts,http://vocab.getty.edu/aat/300026489,Text,image/tiff,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1934-03-06,2018-11-12,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,reformatted digital; Digitized with Epson - sheet feed/flatbed
fairfieldbirdclub_025,fairfieldbirdclub_105,fairfieldbirdclub_111,image,1,ms0386b001f010i0012.jpg,/objects/ms0386b001f010i0012.jpg,,/objects/small/ms0386b001f010i0012_sm.jpg,/objects/thumbs/ms0386b001f010i0012.jpg_th.jpg,Page 1,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_026,fairfieldbirdclub_106,fairfieldbirdclub_111,image,2,ms0386b001f010i0013.jpg,/objects/ms0386b001f010i0013.jpg,,/objects/small/ms0386b001f010i0013_sm.jpg,/objects/thumbs/ms0386b001f010i0013.jpg_th.jpg,Page 2,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_027,fairfieldbirdclub_107,fairfieldbirdclub_111,image,3,ms0386b001f010i0014.jpg,/objects/ms0386b001f010i0014.jpg,,/objects/small/ms0386b001f010i0014_sm.jpg,/objects/thumbs/ms0386b001f010i0014.jpg_th.jpg,Page 3,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_028,fairfieldbirdclub_108,fairfieldbirdclub_111,image,4,ms0386b001f010i0015.jpg,/objects/ms0386b001f010i0015.jpg,,/objects/small/ms0386b001f010i0015_sm.jpg,/objects/thumbs/ms0386b001f010i0015.jpg_th.jpg,Page 4,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_029,fairfieldbirdclub_109,fairfieldbirdclub_111,image,5,ms0386b001f010i0016.jpg,/objects/ms0386b001f010i0016.jpg,,/objects/small/ms0386b001f010i0016_sm.jpg,/objects/thumbs/ms0386b001f010i0016.jpg_th.jpg,Page 5,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_030,fairfieldbirdclub_110,fairfieldbirdclub_111,image,6,ms0386b001f010i0017.jpg,/objects/ms0386b001f010i0017.jpg,,/objects/small/ms0386b001f010i0017_sm.jpg,/objects/thumbs/ms0386b001f010i0017.jpg_th.jpg,Page 6,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
,fairfieldbirdclub_114,,multiple,0,,,,/objects/small/ms0386b001f010i0001_sm.jpg,/objects/thumbs/ms0386b001f010i0001.jpg_th.jpg,The screech owl,https://n2t.net/ark:/87292/w90g3h32s,10374,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,"A paper describing several features of Screech Owls, including appearance, habitats, and food preferences.",,eng,,Fairfield Bird Club,http://id.loc.gov/authorities/names/no2021119431,Birds--Habitat;Birds--Identification;Owls--Behavior;Eastern Screech-Owl (Otus asio),http://id.worldcat.org/fast/833023;http://id.worldcat.org/fast/833029;http://id.worldcat.org/fast/1049508;https://www.gbif.org/species/5232199,Iowa,https://www.geonames.org/4862182,42.00027,-93.50049,WGS 84,2 pages,,,reports;essays,http://vocab.getty.edu/aat/300027267;http://vocab.getty.edu/aat/300026291,Text,image/tiff,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,2018-11-12,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,reformatted digital; Digitized with Epson - sheet feed/flatbed
fairfieldbirdclub_032,fairfieldbirdclub_112,fairfieldbirdclub_114,image,1,ms0386b001f010i0001.jpg,/objects/ms0386b001f010i0001.jpg,,/objects/small/ms0386b001f010i0001_sm.jpg,/objects/thumbs/ms0386b001f010i0001.jpg_th.jpg,Page 1,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
fairfieldbirdclub_033,fairfieldbirdclub_113,fairfieldbirdclub_114,image,2,ms0386b001f010i0002.jpg,/objects/ms0386b001f010i0002.jpg,,/objects/small/ms0386b001f010i0002_sm.jpg,/objects/thumbs/ms0386b001f010i0002.jpg_th.jpg,Page 2,,,,MS 386,Fairfield (Iowa) Bird Club Records,https://n2t.net/ark:/87292/w9px8v,,,1,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Fairfield Bird Club,https://n2t.net/ark:/87292/w9r785p8g,
